x0tierra	 y0tierra	 z0tierra	 vx0tierra	 vy0tierra	 vz0tierra	0.830070	 -0.531525	 -0.230437	 3.491650	 4.703213	 2.039018
0.863385	 -0.483512	 -0.209621	 3.168916	 4.896664	 2.122887
0.893409	 -0.433655	 -0.188006	 2.833359	 5.071856	 2.198839
0.920017	 -0.382140	 -0.165673	 2.486156	 5.228057	 2.266558
0.943100	 -0.329161	 -0.142704	 2.128537	 5.364595	 2.325753
0.962561	 -0.274917	 -0.119187	 1.761779	 5.480860	 2.376159
0.978314	 -0.219614	 -0.095212	 1.387206	 5.576307	 2.417539
0.990287	 -0.163462	 -0.070868	 1.006184	 5.650457	 2.449686
0.998424	 -0.106678	 -0.046249	 0.620120	 5.702904	 2.472424
1.002682	 -0.049478	 -0.021451	 0.230455	 5.733317	 2.485609
1.003030	 0.007914	 0.003430	 -0.161337	 5.741441	 2.489132
0.999457	 0.065276	 0.028299	 -0.553758	 5.727104	 2.482916
0.991962	 0.122381	 0.053056	 -0.945285	 5.690214	 2.466923
0.980563	 0.179005	 0.077605	 -1.334379	 5.630769	 2.441152
0.965292	 0.234922	 0.101847	 -1.719493	 5.548851	 2.405638
0.946195	 0.289909	 0.125686	 -2.099071	 5.444637	 2.360457
0.923338	 0.343743	 0.149025	 -2.471560	 5.318393	 2.305726
0.896797	 0.396206	 0.171770	 -2.835416	 5.170478	 2.241599
0.866667	 0.447083	 0.193827	 -3.189109	 5.001348	 2.168275
0.833057	 0.496166	 0.215106	 -3.531131	 4.811551	 2.085991
0.796091	 0.543250	 0.235519	 -3.860005	 4.601733	 1.995027
0.755909	 0.588138	 0.254980	 -4.174290	 4.372630	 1.895703
0.712662	 0.630643	 0.273407	 -4.472592	 4.125074	 1.788378
0.666517	 0.670584	 0.290723	 -4.753569	 3.859988	 1.673454
0.617655	 0.707791	 0.306853	 -5.015939	 3.578381	 1.551366
0.566267	 0.742103	 0.321729	 -5.258491	 3.281350	 1.422592
0.512558	 0.773373	 0.335286	 -5.480090	 2.970072	 1.287642
0.456741	 0.801464	 0.347465	 -5.679683	 2.645804	 1.147059
0.399042	 0.826254	 0.358212	 -5.856312	 2.309870	 1.001420
0.339696	 0.847631	 0.367480	 -6.009112	 1.963666	 0.851327
0.278943	 0.865501	 0.375227	 -6.137326	 1.608644	 0.697412
0.217035	 0.879783	 0.381419	 -6.240305	 1.246309	 0.540326
0.154224	 0.890412	 0.386027	 -6.317514	 0.878214	 0.380743
0.090772	 0.897337	 0.389029	 -6.368541	 0.505945	 0.219351
0.026942	 0.900526	 0.390412	 -6.393094	 0.131121	 0.056850
-0.037001	 0.899960	 0.390167	 -6.391006	 -0.244622	 -0.106048
-0.100789	 0.895639	 0.388294	 -6.362240	 -0.619635	 -0.268631
-0.164157	 0.887579	 0.384799	 -6.306887	 -0.992271	 -0.430183
-0.226840	 0.875811	 0.379697	 -6.225167	 -1.360888	 -0.589992
-0.288575	 0.860384	 0.373009	 -6.117427	 -1.723861	 -0.747355
-0.349104	 0.841362	 0.364762	 -5.984141	 -2.079593	 -0.901578
-0.408176	 0.818825	 0.354992	 -5.825908	 -2.426522	 -1.051985
-0.465544	 0.792869	 0.343739	 -5.643444	 -2.763132	 -1.197918
-0.520969	 0.763605	 0.331052	 -5.437583	 -3.087959	 -1.338743
-0.574222	 0.731157	 0.316985	 -5.209268	 -3.399599	 -1.473851
-0.625085	 0.695664	 0.301597	 -4.959546	 -3.696718	 -1.602663
-0.673348	 0.657278	 0.284955	 -4.689563	 -3.978058	 -1.724635
-0.718816	 0.616162	 0.267130	 -4.400554	 -4.242442	 -1.839256
-0.761303	 0.572492	 0.248197	 -4.093837	 -4.488782	 -1.946054
-0.800641	 0.526453	 0.228238	 -3.770803	 -4.716081	 -2.044596
-0.836673	 0.478239	 0.207335	 -3.432911	 -4.923438	 -2.134494
-0.869258	 0.428055	 0.185579	 -3.081675	 -5.110056	 -2.215400
-0.898271	 0.376111	 0.163059	 -2.718656	 -5.275236	 -2.287012
-0.923601	 0.322625	 0.139871	 -2.345455	 -5.418387	 -2.349074
-0.945155	 0.267820	 0.116111	 -1.963704	 -5.539023	 -2.401374
-0.962856	 0.211922	 0.091877	 -1.575053	 -5.636762	 -2.443748
-0.976643	 0.155163	 0.067270	 -1.181166	 -5.711330	 -2.476076
-0.986472	 0.097774	 0.042389	 -0.783709	 -5.762558	 -2.498286
-0.992315	 0.039990	 0.017338	 -0.384346	 -5.790380	 -2.510348
-0.994162	 -0.017956	 -0.007784	 0.015274	 -5.794831	 -2.512278
-0.992018	 -0.075829	 -0.032874	 0.413521	 -5.776044	 -2.504133
-0.985905	 -0.133400	 -0.057833	 0.808792	 -5.734249	 -2.486014
-0.975861	 -0.190439	 -0.082562	 1.199516	 -5.669769	 -2.458059
-0.961939	 -0.246722	 -0.106963	 1.584164	 -5.583012	 -2.420447
-0.944207	 -0.302028	 -0.130940	 1.961251	 -5.474473	 -2.373392
-0.922748	 -0.356142	 -0.154400	 2.329340	 -5.344727	 -2.317143
-0.897658	 -0.408855	 -0.177254	 2.687050	 -5.194424	 -2.251981
-0.869049	 -0.459966	 -0.199412	 3.033061	 -5.024285	 -2.178219
-0.837044	 -0.509279	 -0.220791	 3.366110	 -4.835097	 -2.096199
-0.801777	 -0.556609	 -0.241310	 3.685005	 -4.627710	 -2.006289
-0.763398	 -0.601778	 -0.260893	 3.988616	 -4.403028	 -1.908882
-0.722063	 -0.644617	 -0.279466	 4.275889	 -4.162011	 -1.804391
