x0jupiter	 y0jupiter	 z0jupiter	 vx0jupiter	 vy0jupiter	 vz0jupiter	-4.972502	 -2.097810	 -0.778124	 1.095545	 -2.182236	 -0.962044
-4.833640	 -2.353733	 -0.891202	 1.237783	 -2.117669	 -0.937832
-4.678085	 -2.601528	 -1.001201	 1.376021	 -2.045656	 -0.910330
-4.506338	 -2.840319	 -1.107736	 1.509829	 -1.966376	 -0.879606
-4.318953	 -3.069255	 -1.210426	 1.638784	 -1.880028	 -0.845735
-4.116532	 -3.287505	 -1.308903	 1.762466	 -1.786827	 -0.808797
-3.899727	 -3.494268	 -1.402807	 1.880460	 -1.687005	 -0.768883
-3.669238	 -3.688772	 -1.491788	 1.992358	 -1.580814	 -0.726091
-3.425816	 -3.870273	 -1.575512	 2.097756	 -1.468524	 -0.680526
-3.170258	 -4.038064	 -1.653653	 2.196258	 -1.350426	 -0.632303
-2.903407	 -4.191471	 -1.725905	 2.287477	 -1.226829	 -0.581547
-2.626153	 -4.329859	 -1.791973	 2.371031	 -1.098067	 -0.528390
-2.339430	 -4.452635	 -1.851579	 2.446553	 -0.964494	 -0.472975
-2.044215	 -4.559249	 -1.904464	 2.513682	 -0.826486	 -0.415455
-1.741527	 -4.649196	 -1.950387	 2.572076	 -0.684447	 -0.355994
-1.432427	 -4.722021	 -1.989127	 2.621404	 -0.538799	 -0.294766
-1.118010	 -4.777322	 -2.020486	 2.661355	 -0.389994	 -0.231956
-0.799412	 -4.814751	 -2.044286	 2.691635	 -0.238505	 -0.167761
-0.477799	 -4.834018	 -2.060374	 2.711974	 -0.084834	 -0.102388
-0.154368	 -4.834894	 -2.068624	 2.722127	 0.070496	 -0.036056
0.169654	 -4.817215	 -2.068934	 2.721877	 0.226933	 0.031004
0.493019	 -4.780881	 -2.061234	 2.711037	 0.383905	 0.098550
0.814457	 -4.725866	 -2.045478	 2.689454	 0.540812	 0.166331
1.132682	 -4.652214	 -2.021656	 2.657015	 0.697036	 0.234083
1.446397	 -4.560043	 -1.989786	 2.613646	 0.851935	 0.301534
1.754300	 -4.449550	 -1.949922	 2.559318	 1.004852	 0.368401
2.055088	 -4.321012	 -1.902149	 2.494051	 1.155111	 0.434396
2.347462	 -4.174784	 -1.846590	 2.417917	 1.302025	 0.499221
2.630136	 -4.011307	 -1.783401	 2.331041	 1.444895	 0.562574
2.901842	 -3.831104	 -1.712775	 2.233606	 1.583018	 0.624150
3.161337	 -3.634781	 -1.634943	 2.125857	 1.715690	 0.683641
3.407412	 -3.423030	 -1.550171	 2.008101	 1.842210	 0.740738
3.638897	 -3.196622	 -1.458761	 1.880708	 1.961886	 0.795136
3.854671	 -2.956413	 -1.361054	 1.744115	 2.074041	 0.846535
4.053668	 -2.703337	 -1.257423	 1.598824	 2.178019	 0.894640
4.234886	 -2.438406	 -1.148277	 1.445404	 2.273191	 0.939169
4.397395	 -2.162702	 -1.034058	 1.284486	 2.358961	 0.979850
4.540344	 -1.877378	 -0.915240	 1.116765	 2.434774	 1.016429
4.662966	 -1.583649	 -0.792324	 0.942996	 2.500122	 1.048670
4.764590	 -1.282789	 -0.665841	 0.763988	 2.554550	 1.076358
4.844643	 -0.976121	 -0.536342	 0.580600	 2.597662	 1.099301
4.902657	 -0.665012	 -0.404404	 0.393737	 2.629126	 1.117337
4.938274	 -0.350864	 -0.270618	 0.204341	 2.648679	 1.130329
4.951251	 -0.035108	 -0.135591	 0.013385	 2.656135	 1.138174
4.941460	 0.280811	 0.000060	 -0.178137	 2.651382	 1.140800
4.908894	 0.595437	 0.135711	 -0.369214	 2.634389	 1.138168
4.853667	 0.907315	 0.270736	 -0.558835	 2.605206	 1.130276
4.776012	 1.215002	 0.404510	 -0.745990	 2.563964	 1.117155
4.676281	 1.517074	 0.536415	 -0.929686	 2.510876	 1.098872
4.554944	 1.812139	 0.665843	 -1.108951	 2.446232	 1.075528
4.412585	 2.098842	 0.792199	 -1.282847	 2.370400	 1.047257
4.249896	 2.375877	 0.914905	 -1.450475	 2.283820	 1.014227
4.067673	 2.641995	 1.033408	 -1.610986	 2.186997	 0.976634
3.866813	 2.896011	 1.147177	 -1.763584	 2.080501	 0.934702
3.648301	 3.136809	 1.255710	 -1.907537	 1.964955	 0.888680
3.413206	 3.363352	 1.358537	 -2.042177	 1.841033	 0.838841
