x0pluton	 y0pluton	 z0pluton	 vx0pluton	 vy0pluton	 vz0pluton	-3.474350,	 -29.680187,	 -8.216750,	 1.160483,	 -0.191410,	 -0.409465,
-0.574543,	 -30.035945,	 -9.201673,	 1.167077,	 -0.094713,	 -0.381271,
2.329982,	 -30.154861,	 -10.114095,	 1.164392,	 -0.001343,	 -0.351320,
5.217126,	 -30.046359,	 -10.950297,	 1.153252,	 0.087820,	 -0.320133,
8.066942,	 -29.721777,	 -11.707807,	 1.134555,	 0.172116,	 -0.288188,
10.861758,	 -29.193850,	 -12.385274,	 1.109223,	 0.251083,	 -0.255906,
13.586190,	 -28.476237,	 -12.982325,	 1.078164,	 0.324435,	 -0.223652,
16.227071,	 -27.583115,	 -13.499418,	 1.042250,	 0.392037,	 -0.191729,
18.773332,	 -26.528840,	 -13.937698,	 1.002289,	 0.453875,	 -0.160385,
21.215830,	 -25.327679,	 -14.298861,	 0.959020,	 0.510033,	 -0.129818,
23.547167,	 -23.993600,	 -14.585038,	 0.913105,	 0.560662,	 -0.100179,
25.761501,	 -22.540117,	 -14.798688,	 0.865130,	 0.605971,	 -0.071580,
27.854354,	 -20.980191,	 -14.942504,	 0.815608,	 0.646197,	 -0.044100,
29.822436,	 -19.326151,	 -15.019345,	 0.764980,	 0.681603,	 -0.017792,
31.663478,	 -17.589668,	 -15.032169,	 0.713625,	 0.712458,	 0.007315,
33.376080,	 -15.781733,	 -14.983985,	 0.661864,	 0.739035,	 0.031209,
34.959581,	 -13.912664,	 -14.877814,	 0.609970,	 0.761602,	 0.053891,
36.413938,	 -11.992121,	 -14.716659,	 0.558169,	 0.780418,	 0.075375,
37.739623,	 -10.029132,	 -14.503479,	 0.506648,	 0.795731,	 0.095680,
38.937538,	 -8.032127,	 -14.241176,	 0.455565,	 0.807776,	 0.114834,
40.008934,	 -6.008966,	 -13.932583,	 0.405046,	 0.816771,	 0.132866,
40.955349,	 -3.966984,	 -13.580450,	 0.355195,	 0.822923,	 0.149809,
41.778553,	 -1.913022,	 -13.187448,	 0.306095,	 0.826422,	 0.165698,
42.480502,	 0.146534,	 -12.756158,	 0.257812,	 0.827442,	 0.180567,
43.063298,	 2.205717,	 -12.289077,	 0.210398,	 0.826146,	 0.194451,
43.529158,	 4.258945,	 -11.788615,	 0.163895,	 0.822680,	 0.207384,
43.880391,	 6.300990,	 -11.257100,	 0.118333,	 0.817182,	 0.219398,
44.119368,	 8.326943,	 -10.696777,	 0.073734,	 0.809774,	 0.230526,
44.248512,	 10.332195,	 -10.109817,	 0.030117,	 0.800569,	 0.240798,
44.270281,	 12.312398,	 -9.498316,	 -0.012508,	 0.789670,	 0.250241,
44.187157,	 14.263451,	 -8.864304,	 -0.054133,	 0.777169,	 0.258883,
44.001637,	 16.181472,	 -8.209743,	 -0.094752,	 0.763150,	 0.266749,
43.716227,	 18.062778,	 -7.536539,	 -0.134365,	 0.747689,	 0.273861,
43.333436,	 19.903866,	 -6.846541,	 -0.172969,	 0.730856,	 0.280240,
42.855774,	 21.701394,	 -6.141549,	 -0.210565,	 0.712711,	 0.285907,
42.285752,	 23.452169,	 -5.423316,	 -0.247153,	 0.693309,	 0.290878,
41.625878,	 25.153124,	 -4.693555,	 -0.282734,	 0.672702,	 0.295168,
40.878658,	 26.801313,	 -3.953940,	 -0.317309,	 0.650932,	 0.298793,
40.046600,	 28.393890,	 -3.206117,	 -0.350876,	 0.628040,	 0.301764,
39.132213,	 29.928106,	 -2.451698,	 -0.383435,	 0.604060,	 0.304091,
38.138012,	 31.401291,	 -1.692276,	 -0.414983,	 0.579022,	 0.305783,
37.066519,	 32.810846,	 -0.929422,	 -0.445515,	 0.552955,	 0.306848,
35.920272,	 34.154236,	 -0.164691,	 -0.475025,	 0.525881,	 0.307291,
34.701823,	 35.428982,	 0.600374,	 -0.503505,	 0.497821,	 0.307116,
33.413749,	 36.632651,	 1.364236,	 -0.530945,	 0.468792,	 0.306325,
32.058656,	 37.762848,	 2.125363,	 -0.557333,	 0.438809,	 0.304918,
30.639183,	 38.817214,	 2.882223,	 -0.582651,	 0.407885,	 0.302896,
29.158015,	 39.793421,	 3.633280,	 -0.606883,	 0.376030,	 0.300256,
27.617885,	 40.689159,	 4.376990,	 -0.630006,	 0.343253,	 0.296994,
26.021584,	 41.502141,	 5.111799,	 -0.651994,	 0.309560,	 0.293104,
24.371973,	 42.230096,	 5.836133,	 -0.672819,	 0.274957,	 0.288580,
22.671988,	 42.870763,	 6.548404,	 -0.692447,	 0.239449,	 0.283412,
20.924657,	 43.421894,	 7.246998,	 -0.710841,	 0.203040,	 0.277591,
19.133103,	 43.881247,	 7.930273,	 -0.727958,	 0.165732,	 0.271105,
17.300566,	 44.246593,	 8.596556,	 -0.743750,	 0.127530,	 0.263941,
15.430409,	 44.515706,	 9.244141,	 -0.758164,	 0.088437,	 0.256083,
13.526137,	 44.686374,	 9.871280,	 -0.771140,	 0.048458,	 0.247515,
11.591409,	 44.756396,	 10.476184,	 -0.782613,	 0.007598,	 0.238219,
9.630061,	 44.723588,	 11.057014,	 -0.792508,	 -0.034136,	 0.228175,
7.646118,	 44.585787,	 11.611883,	 -0.800745,	 -0.076733,	 0.217362,
5.643817,	 44.340861,	 12.138849,	 -0.807235,	 -0.120179,	 0.205758,
