87.089523	91.631210	93.567871	94.466568	94.891975	95.076233	95.127403	95.101364	95.029633	94.931145	94.817856	94.697586	94.575569	94.455322	94.339203	94.228760	94.124954	94.028351	93.939178	93.857437	93.783035	93.715683	93.655022	93.600639	93.552155	93.509094	93.471001	93.437439	93.407990	93.382233	93.359787	93.340302	93.323441	93.308891	93.296371	93.285645	93.276474	93.268661	93.262024	93.256386	93.251633	93.247620	93.244240	93.241425	93.239090	93.237099	93.235458	93.234100	93.232986	93.232071	93.231300	93.230667	93.230141	93.229721	93.229378	93.229103	93.228867	93.228699	93.228546	93.228424	93.228325	93.228226	93.228180	93.228119	93.228088	93.228065	93.228043	93.228027	93.228020	93.227997	93.228020	93.228050	93.228157	93.228333	93.228699	93.229309	93.230324	93.231964	93.234390	93.237976	93.243073	93.250107	93.259575	93.272041	93.288033	93.308167	93.332954	93.362885	93.398315	93.439453	93.486298	93.538483	93.595322	93.655609	93.717560	93.778656	93.835381	93.882988	93.915039	93.922745	93.893990	93.811493	93.649872	93.369949	92.907776	92.150864	90.882820	88.639313	84.291641	74.706627	
81.732529	85.869652	88.172607	89.402290	90.017944	90.275665	90.319557	90.233704	90.069199	89.858368	89.622276	89.375061	89.126244	88.882294	88.647614	88.424988	88.216248	88.022331	87.843613	87.680092	87.531395	87.396942	87.275986	87.167725	87.071259	86.985687	86.910095	86.843567	86.785210	86.734253	86.689896	86.651421	86.618156	86.589508	86.564880	86.543762	86.525772	86.510445	86.497421	86.486404	86.477112	86.469299	86.462723	86.457222	86.452629	86.448807	86.445625	86.442986	86.440804	86.439011	86.437531	86.436317	86.435318	86.434494	86.433838	86.433311	86.432861	86.432518	86.432236	86.432007	86.431808	86.431656	86.431549	86.431442	86.431374	86.431320	86.431274	86.431244	86.431206	86.431190	86.431198	86.431290	86.431442	86.431770	86.432404	86.433502	86.435379	86.438347	86.442902	86.449646	86.459320	86.472794	86.491043	86.515182	86.546364	86.585785	86.634552	86.693687	86.763992	86.845932	86.939575	87.044373	87.158981	87.281235	87.407700	87.533546	87.652069	87.754211	87.827751	87.856201	87.817024	87.678711	87.396072	86.901871	86.091805	84.796341	82.726608	79.370468	73.810501	64.526886	
78.991478	81.964523	83.874435	84.977150	85.527985	85.715912	85.669174	85.472855	85.183578	84.839508	84.466644	84.082939	83.700775	83.328659	82.972336	82.635590	82.320694	82.028816	81.760361	81.515121	81.292435	81.091362	80.910728	80.749245	80.605530	80.478165	80.365776	80.266968	80.180435	80.104927	80.039276	79.982391	79.933243	79.890945	79.854660	79.823593	79.797119	79.774605	79.755508	79.739357	79.725739	79.714294	79.704681	79.696655	79.689972	79.684395	79.679771	79.675941	79.672775	79.670174	79.668037	79.666283	79.664833	79.663673	79.662704	79.661926	79.661285	79.660797	79.660378	79.660065	79.659805	79.659576	79.659393	79.659241	79.659149	79.659073	79.658997	79.658951	79.658905	79.658890	79.658905	79.658981	79.659195	79.659622	79.660446	79.661942	79.664474	79.668564	79.674927	79.684425	79.698166	79.717438	79.743729	79.778732	79.824203	79.881943	79.953766	80.041245	80.145706	80.268021	80.408379	80.566177	80.739746	80.926018	81.120308	81.315857	81.503311	81.670090	81.799377	81.868790	81.848259	81.696899	81.358078	80.751526	79.760788	78.213440	75.852020	72.298729	67.044472	59.580299	
77.304611	79.165398	80.432793	81.159019	81.461258	81.455727	81.237198	80.877174	80.427826	79.926857	79.401192	78.870087	78.347168	77.841919	77.360771	76.907898	76.485748	76.095474	75.737274	75.410660	75.114563	74.847610	74.608116	74.394287	74.204224	74.035980	73.887672	73.757446	73.643524	73.544212	73.457970	73.383301	73.318878	73.263489	73.216019	73.175423	73.140869	73.111496	73.086609	73.065598	73.047905	73.033035	73.020576	73.010178	73.001495	72.994308	72.988342	72.983398	72.979324	72.975983	72.973221	72.970970	72.969124	72.967621	72.966400	72.965393	72.964584	72.963936	72.963409	72.962997	72.962662	72.962372	72.962158	72.961990	72.961853	72.961754	72.961655	72.961594	72.961540	72.961517	72.961517	72.961617	72.961838	72.962334	72.963303	72.965088	72.968147	72.973145	72.981003	72.992859	73.010162	73.034592	73.068169	73.113144	73.171906	73.246956	73.340736	73.455544	73.593254	73.755257	73.942108	74.153267	74.386887	74.639404	74.905212	75.176155	75.440948	75.684448	75.886703	76.021530	76.054565	75.940567	75.619385	75.010330	74.004707	72.456528	70.174789	66.927238	62.481689	56.737560	
76.112427	77.023170	77.607269	77.850357	77.797089	77.511642	77.057091	76.487411	75.845734	75.165359	74.471359	73.782227	73.111366	72.468277	71.859360	71.288696	70.758530	70.269745	69.822166	69.414841	69.046234	68.714394	68.417122	68.152069	67.916763	67.708710	67.525528	67.364853	67.224457	67.102203	66.996124	66.904404	66.825356	66.757446	66.699295	66.649643	66.607407	66.571541	66.541199	66.515594	66.494057	66.475983	66.460861	66.448227	66.437721	66.429001	66.421791	66.415825	66.410904	66.406868	66.403549	66.400833	66.398613	66.396820	66.395355	66.394150	66.393188	66.392410	66.391792	66.391289	66.390869	66.390549	66.390289	66.390091	66.389931	66.389809	66.389694	66.389610	66.389557	66.389526	66.389526	66.389603	66.389847	66.390381	66.391449	66.393433	66.396896	66.402618	66.411697	66.425514	66.445862	66.474823	66.514923	66.568932	66.639946	66.731125	66.845657	66.986572	67.156464	67.357285	67.590073	67.854645	68.149200	68.470032	68.811005	69.163132	69.513962	69.846832	70.140068	70.365715	70.488022	70.461411	70.227997	69.714424	68.828979	67.459991	65.479439	62.759300	59.212883	54.873966	
75.187660	75.291336	75.223053	74.953369	74.493912	73.877502	73.143539	72.330231	71.470787	70.592560	69.717117	68.860924	68.036133	67.251389	66.512512	65.823021	65.184647	64.597740	64.061562	63.574600	63.134689	62.739304	62.385635	62.070694	61.791443	61.544861	61.327995	61.137978	60.972130	60.827866	60.702831	60.594826	60.501831	60.422028	60.353752	60.295525	60.246025	60.204056	60.168579	60.138676	60.113544	60.092476	60.074867	60.060181	60.047970	60.037849	60.029465	60.022545	60.016853	60.012184	60.008350	60.005219	60.002663	60.000587	59.998901	59.997540	59.996426	59.995537	59.994820	59.994244	59.993782	59.993416	59.993114	59.992882	59.992691	59.992538	59.992428	59.992340	59.992279	59.992233	59.992226	59.992310	59.992554	59.993114	59.994247	59.996365	60.000099	60.006371	60.016422	60.031849	60.054741	60.087620	60.133438	60.195557	60.277699	60.383762	60.517715	60.683342	60.884026	61.122475	61.400356	61.717995	62.073952	62.464645	62.883896	63.322430	63.767334	64.201447	64.602554	64.942596	65.186569	65.291321	65.204399	64.863007	64.194160	63.117035	61.550545	59.429611	56.734123	53.529251	
74.426804	73.834663	73.165009	72.390388	71.509598	70.538391	69.500656	68.422356	67.328049	66.239014	65.172791	64.143120	63.160271	62.231503	61.361572	60.553120	59.807091	59.123085	58.499657	57.934570	57.424999	56.967728	56.559288	56.196060	55.874416	55.590736	55.341515	55.123402	54.933220	54.767982	54.624893	54.501427	54.395233	54.304184	54.226379	54.160084	54.103775	54.056076	54.015800	53.981884	53.953407	53.929554	53.909641	53.893055	53.879272	53.867851	53.858414	53.850639	53.844238	53.838989	53.834690	53.831181	53.828316	53.825993	53.824104	53.822571	53.821339	53.820358	53.819557	53.818916	53.818405	53.817997	53.817665	53.817398	53.817200	53.817032	53.816902	53.816803	53.816730	53.816681	53.816689	53.816757	53.817001	53.817570	53.818737	53.820946	53.824875	53.831554	53.842339	53.859055	53.884048	53.920219	53.970970	54.040237	54.132351	54.251961	54.403831	54.592583	54.822453	55.097000	55.418671	55.788498	56.205650	56.667023	57.166748	57.695786	58.241398	58.786655	59.309864	59.784008	60.176174	60.447083	60.550873	60.435532	60.044525	59.320694	58.213799	56.693039	54.764648	52.490982	
73.778015	72.577103	71.359741	70.105202	68.808830	67.478035	66.127296	64.774094	63.436066	62.129223	60.867172	59.660728	58.518021	57.444630	56.443958	55.517517	54.665276	53.885921	53.177174	52.536003	51.958824	51.441681	50.980423	50.570766	50.208443	49.889267	49.609180	49.364326	49.151028	48.965904	48.805763	48.667713	48.549095	48.447498	48.360744	48.286907	48.224243	48.171219	48.126484	48.088860	48.057285	48.030872	48.008831	47.990498	47.975273	47.962677	47.952271	47.943707	47.936661	47.930889	47.926170	47.922321	47.919178	47.916634	47.914566	47.912903	47.911552	47.910473	47.909599	47.908905	47.908340	47.907898	47.907547	47.907261	47.907043	47.906864	47.906731	47.906620	47.906532	47.906487	47.906479	47.906551	47.906796	47.907364	47.908546	47.910805	47.914875	47.921822	47.933151	47.950863	47.977554	48.016441	48.071365	48.146801	48.247704	48.379459	48.547630	48.757732	49.014908	49.323650	49.687344	50.107887	50.585278	51.117134	51.698299	52.320358	52.971279	53.634949	54.290855	54.913750	55.473526	55.935192	56.259384	56.403442	56.323742	55.979576	55.339336	54.389122	53.142818	51.650562	
73.213364	71.474442	69.760742	68.058746	66.364471	64.681931	63.020332	61.391624	59.808388	58.282372	56.823715	55.440491	54.138634	52.921951	51.792385	50.750145	49.794102	48.921944	48.130466	47.415768	46.773464	46.198830	45.686989	45.232990	44.831924	44.479027	44.169678	43.899529	43.664436	43.460594	43.284435	43.132729	43.002480	42.891029	42.795967	42.715115	42.646576	42.588627	42.539772	42.498718	42.464298	42.435543	42.411568	42.391632	42.375099	42.361427	42.350143	42.340862	42.333241	42.326996	42.321899	42.317749	42.314369	42.311615	42.309395	42.307602	42.306152	42.304985	42.304058	42.303307	42.302704	42.302227	42.301853	42.301552	42.301315	42.301125	42.300987	42.300865	42.300774	42.300724	42.300701	42.300781	42.301025	42.301590	42.302780	42.305069	42.309212	42.316345	42.328068	42.346512	42.374516	42.415588	42.473976	42.554619	42.663136	42.805584	42.988350	43.217857	43.500221	43.840923	44.244366	44.713490	45.249290	45.850357	46.512505	47.228291	47.986740	48.772987	49.568100	50.348969	51.088440	51.755684	52.316978	52.737164	52.981907	53.021145	52.833672	52.412758	51.771767	50.947685	
72.716736	70.499962	68.338074	66.224075	64.156319	62.138020	60.175797	58.278236	56.454391	54.712784	53.060722	51.503853	50.046047	48.689369	47.434261	46.279648	45.223206	44.261574	43.390594	42.605453	41.900925	41.271515	40.711613	40.215584	39.777893	39.393181	39.056313	38.762405	38.506908	38.285564	38.094471	37.930035	37.789009	37.668442	37.565674	37.478363	37.404392	37.341923	37.289307	37.245117	37.208107	37.177208	37.151470	37.130089	37.112370	37.097733	37.085663	37.075737	37.067596	37.060936	37.055496	37.051067	37.047462	37.044544	37.042187	37.040283	37.038742	37.037506	37.036522	37.035728	37.035091	37.034584	37.034191	37.033875	37.033623	37.033424	37.033272	37.033154	37.033058	37.032997	37.032982	37.033051	37.033295	37.033859	37.035046	37.037350	37.041542	37.048786	37.060753	37.079735	37.108727	37.151493	37.212662	37.297630	37.412575	37.564259	37.759872	38.006729	38.311935	38.682014	39.122494	39.637428	40.228951	40.896828	41.638008	42.446312	43.312042	44.221825	45.158527	46.101261	47.025711	47.904694	48.709103	49.409344	49.977440	50.389709	50.630184	50.694118	50.591141	50.346588	
